,id,text,sentiment
0,1385449737118224389,"@KatTimpf What does the vaccine have to do with wearing a mask outside?  Vaccinated or not, the odds of spreading the virus outside are extremely small.",-0.08333333333333333
1,1385449735562072064,"May Allah be kind on poor souls of india and all around world.
May Allah protect everyone from this pandemic. https://t.co/tod4xZNVAE",0.09999999999999998
2,1385449740393848834,@virendersehwag @RCBTweets Kuch corona aur oxygen pe bhi viru ke fande ho jaye!!!,0.0
3,1385449738548486144,4. GOP COWARDS! All that JUNK FOOD you're eating &amp; guns you're buying is worse than the vax! STOP THE HATE! COVID has killed MORE people globally than WWII in only 1yr! Let's stop this CHEMICAL WARFARE! Get the VAX &amp; let's go forward TOGETHER! Stop killing! https://t.co/CTeJXZbvkL,-0.2
4,1385449740045733889,"Sorry Modiji! 💁‍♀️🙆🤦‍♀️🤷‍♀️

India reports 3,32,730 new #COVID19 cases and 2,263 deaths in the last 24 hours, as per Union Health Ministry. https://t.co/VQfFmF5ytp",-0.16287878787878787
5,1385449739823452161,"Telangana fight for covid was anyways on the people themselves
With KTR also testing covid positive as he claims.. 
Should centre step in now..",0.2272727272727273
6,1385449740322672641,Drop in vaccine demand has some places turning down doses https://t.co/FewjtUYhrt,-0.1555555555555556
7,1385449738137309184,What’s happening in #Maharashtra in the last couple of days is extremely disturbing and worrying. #COVID19 patients dying inside hospitals. Some due to oxygen tanker leak and few due to fires. Are the hospitals also safe now?? @CMOMaharashtra #VirarHospitalfire #COVID19India,-0.075
8,1385449735964839938,There’s a Name for the Blah You’re Feeling: It’s Called Languishing https://t.co/7c27oW727U,0.0
9,1385449741656346628,Minnesota teen launches dog treat business over pandemic - FOX 9 https://t.co/KiVwQ3ljgh,0.0
10,1385449732965900288,"Save my tweet !
Public Health System would remain uncared !
None of politicians seen talking on adding Doctors n HCWs ... While thumping chest on erecting New Covid Care Centres .. Purchasing Ventilators .. Setting up New #Oxygen Plants at every place !
#COVIDEmergency2021 https://t.co/XDklU4tQUm",0.10227272727272724
11,1385449741274685441,"@iam_mishrankit @TeamDeepender @TeamSOSIndia @yuvahallabol @indiacares_2020 @Tejasvii_Surya @yogitabhayana @dilipkpandey Hey iam_mishrankit - A compiled list of resources to help you connect to the COVID recovered plasma donors

Daily COVID-19 trends as of 23 Apr 09AM 🇮🇳:
+ve: 0🔼
Recovery: 0🔼
Death: 0🔼
Tot. Active: 2422146🔼
TPR (L7D Avg): 17.8🔼

#coronavirus https://t.co/cujuEwav27",-0.06666666666666668
12,1385449735125753861,@DistAdmKeonjhar 2nd dose of vaccine not accepting by any vaccine centre.Every vaccine centre 2nd dose vaccine not https://t.co/dKdmJmowA2 vaccine is not available in district?,-0.06666666666666668
