coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Fri Dec 25 04:25:51 +0000 2020,SoloBrathukeSoBetter,,,0,1342325661722013696,,,,en,,,,128,1342093567406174211,PVPCinema,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We wish a grand success for Supreme Hero @IamSaiDharamTej, @SVCCofficial for #SoloBrathukeSoBetter release. First Major Theatrical release post lockdown. Watch the movie only in theatres. #CelebrateCinema https://t.co/gjyEFPSOni",https://twitter.com/Nagubadri/status/1342325661722013696,Thu Jan 01 17:39:05 +0000 2015,2955096060,false,,97376,345,1350,0,,Y n b rao,Nagubadri,88240,,,false
,Fri Dec 25 04:25:49 +0000 2020,,,,0,1342325654826577920,,,,en,,,1341963457546088450,317,1341965499056447489,PeterHotez,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sorry to disappoint, but I’ve not made a dollar from my tv appearances or interviews. I do them because there is an awful vacuum in science communication leading to unnecessary deaths from COVID19. Re “crappy books”? They’re meaningful to me, inspire some, but not big moneymakers https://t.co/LcwMBxroA9",https://twitter.com/pdoubt/status/1342325654826577920,Mon Apr 12 01:54:34 +0000 2010,132016606,false,"USAF Veteran ...Mother of 3 girls (teacher, cosmetologist, HS student) grandmother of 5.5 (3.5 boys 2 girls) Narcoleptic. DEMOCRAT❣️point blank period",238735,3469,4976,106,"Las Vegas, NV",Parene Doubt,pdoubt,435248,,,false
,Fri Dec 25 04:25:50 +0000 2020,,,,0,1342325657598980100,,,,en,,,,138,1342311516008185857,Franktmcveety,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","This is wild.
The WHO changed the definition of ‘herd immunity’ on their website, eliminating the original position that it could be achieved by the virus spreading through the population. https://t.co/COepDOjCzv",https://twitter.com/happyfinko/status/1342325657598980100,Thu Oct 09 17:07:34 +0000 2014,2849064914,false,"Common Sense - no matter the situation, never let your emotions overpower your intelligence.

#TrudeauMustGo",558353,6563,7191,13,Canada,DEE🦊 🍁,happyfinko,360134,,,false
,Fri Dec 25 04:25:50 +0000 2020,,https://twitter.com/GariGold/status/1342325657368346624/photo/1,,3,1342325657368346624,mayawiley,1342307613246156800,96675300,en,,false,,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@mayawiley Patches. She is with us 2 years this week. We all wish you a happy holiday and a virus free quarantine. 🤞❤️ https://t.co/IGWAO489Do,https://twitter.com/GariGold/status/1342325657368346624,Sat May 16 23:46:44 +0000 2009,40567490,false,Artist. Democracy must prevail. No dm’s #StandWithUkraine🇺🇦✌️🌻 🇺🇸#vote✌️🇺🇸,21748,463,440,4,"Arizona, but don’t blame me.",one small voice,GariGold,21428,,https://garigold.substack.com,false
,Fri Dec 25 04:25:50 +0000 2020,,,https://tcrn.ch/3poqPOA,0,1342325659071348738,,,,en,,false,,17,1342313149685506048,TechCrunch,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DocSend CEO peers into a post-pandemic future https://t.co/P8reNqvPbD,https://twitter.com/G4m3rR3up/status/1342325659071348738,Sat Aug 24 04:49:50 +0000 2019,1165123935995912192,false,"I Prefer to Like, Retweet than Comment on Games, Movies, Sports, TV, Music, Books, Food, Animals, Nature, Travel, Art, & More. PayPal: lolamailz1004@gmail.com",217789,1329,1396,5,,R3UP-G4M3R,G4m3rR3up,182769,,,false
,Fri Dec 25 04:25:52 +0000 2020,,,,0,1342325667149402112,,,,en,,,,2012,1342217560910155776,marwilliamson,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",The United States is the only advanced democracy not to give direct and substantial cash relief to its citizens during this pandemic. Perhaps just let that sink in.😞,https://twitter.com/chandrukeswani/status/1342325667149402112,Sun Mar 11 13:54:40 +0000 2012,521339971,false,"No man is an island
Retweets are not endorsement.",344101,466,318,2,Mumbai,c o keswani,chandrukeswani,35867,,,false
,Fri Dec 25 04:25:52 +0000 2020,,,,0,1342325665610133504,,,,en,,,,4610,1342319157749018625,kylegriffin1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Don't worry, America. You might not get the COVID relief checks you so desperately need, but four war criminals were pardoned for their war crimes so. America first, etc.",https://twitter.com/tomtomlau/status/1342325665610133504,Fri Apr 16 03:56:10 +0000 2010,133574482,false,"抵制曱甴，人人有责

信心满满，天天偷懒",305,168,207,2,,童童如车盖,tomtomlau,36757,,,false
,Fri Dec 25 04:25:52 +0000 2020,,,,0,1342325665329270784,,,,en,,,1342258468250644480,140,1342305170772930560,AsiaChloeBrown,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",We are in a pandemic with mass unemployment AND it's holiday season. How is Amazon protecting its workers from this type of thing? https://t.co/Llpo46FjQH,https://twitter.com/shikamaruspony_/status/1342325665329270784,Tue Dec 27 00:26:43 +0000 2011,447520940,false,#HBCU 🐏#AlbanyState | ΑΦΩ🦅1925 |,24006,7011,5495,20,So Flo ☀️🌴,HurricaneHashira ♓️🇧🇸🗡🗡🗡,shikamaruspony_,563957,,https://linktr.ee/Jlesagw,false
,Fri Dec 25 04:25:52 +0000 2020,,,,0,1342325663710253056,,,,en,,,,28468,1341762822729052160,thequeennzinga,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I need politicians to stop saying “The Black community doesn’t trust our vaccine” and start saying:

“We have a history of medically abusing Black people, thus we violated their trust.”",https://twitter.com/410Cee/status/1342325663710253056,Tue Jan 12 14:39:04 +0000 2016,4785074296,false,Mind the business that pays you,15446,385,311,4,In my thoughts,Gift of Gab,410Cee,28162,,,false
,Fri Dec 25 04:25:50 +0000 2020,,,,8,1342325656361693184,DrRPNishank,1342052002717560834,2617066206,en,,,,2,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@DrRPNishank Respected Sir no need of this counselling, all the children are living with corona fear n wht would happen to thr future without schl so pls promote all by showing leniency during correction, thr shd be no failures this year, consider this let exams be whnever",https://twitter.com/Farhana78692514/status/1342325656361693184,Wed Sep 09 12:26:34 +0000 2020,1303670785857396736,false,being solo,39,1,10,0,,Farhana Khan,Farhana78692514,9,,,false
